"Kinematic viscosity, m<SUP>2</SUP>/s","Pressure, kPa","Temperature, K","Viscosity, Pa&#8226;s",salt_name
,101.325,353.15,0.065,1-ethyl-3-methylimidazolium chloride
,101.325,373.1,0.027,1-ethyl-3-methylimidazolium chloride
,101.325,393.1,0.013,1-ethyl-3-methylimidazolium chloride
,101.325,283.15,0.86,1-(2-(2-methoxyethoxy)ethyl)-3-methylimidazolium tetrafluoroborate
,101.325,293.15,0.377,1-(2-(2-methoxyethoxy)ethyl)-3-methylimidazolium tetrafluoroborate
,101.325,303.15,0.189,1-(2-(2-methoxyethoxy)ethyl)-3-methylimidazolium tetrafluoroborate
,101.325,283.15,0.61,1-butyl-3-methylimidazolium hexafluorophosphate
,101.325,293.15,0.308,1-butyl-3-methylimidazolium hexafluorophosphate
,101.325,303.15,0.173,1-butyl-3-methylimidazolium hexafluorophosphate
,101.325,283.15,1.516,1-(2-(2-methoxyethoxy)ethyl)-3-methylimidazolium chloride
,101.325,293.15,0.61,1-(2-(2-methoxyethoxy)ethyl)-3-methylimidazolium chloride
,101.325,303.15,0.284,1-(2-(2-methoxyethoxy)ethyl)-3-methylimidazolium chloride
,101.325,283.15,1.035,1-(2-(2-methoxyethoxy)ethyl)-3-methylimidazolium hexafluorophosphate
,101.325,293.15,0.426,1-(2-(2-methoxyethoxy)ethyl)-3-methylimidazolium hexafluorophosphate
,101.325,303.15,0.212,1-(2-(2-methoxyethoxy)ethyl)-3-methylimidazolium hexafluorophosphate
,101.325,283.15,0.28,3-(2-hydroxyethyl)-1-methylimidazolium hexafluorophosphate
,101.325,293.15,0.149,3-(2-hydroxyethyl)-1-methylimidazolium hexafluorophosphate
,101.325,303.15,0.083,3-(2-hydroxyethyl)-1-methylimidazolium hexafluorophosphate
,101.325,283.15,0.158,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate
,101.325,293.15,0.091,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate
,101.325,298.15,0.071,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate
,101.325,283.15,0.186,1-butyl-3-methylimidazolium tetrafluoroborate
,101.325,293.15,0.105,1-butyl-3-methylimidazolium tetrafluoroborate
,101.325,303.15,0.065,1-butyl-3-methylimidazolium tetrafluoroborate
,101.325,283.15,0.374,1-(2-methoxyethyl)-3-methyl-imidazolium tetrafluoroborate
,101.325,293.15,0.263,1-(2-methoxyethyl)-3-methyl-imidazolium tetrafluoroborate
,101.325,303.15,0.138,1-(2-methoxyethyl)-3-methyl-imidazolium tetrafluoroborate
,101.325,283.15,0.61,1-(2-methoxyethyl)-3-methyl-imidazolium hexafluorophosphate
,101.325,293.15,0.284,1-(2-methoxyethyl)-3-methyl-imidazolium hexafluorophosphate
,101.325,303.15,0.148,1-(2-methoxyethyl)-3-methyl-imidazolium hexafluorophosphate
,101.325,283.15,0.85,1-decyl-3-methylimidazolium tetrafluoroborate
,101.325,293.15,0.417,1-decyl-3-methylimidazolium tetrafluoroborate
,101.325,303.15,0.223,1-decyl-3-methylimidazolium tetrafluoroborate
,101.325,283.15,1.922,1-octyl-3-methylimidazolium hexafluorophosphate
,101.325,293.15,0.86,1-octyl-3-methylimidazolium hexafluorophosphate
,101.325,303.15,0.425,1-octyl-3-methylimidazolium hexafluorophosphate
,101,303.15,0.1876,1-butyl-3-methylimidazolium hexafluorophosphate
,101,313.15,0.1297,1-butyl-3-methylimidazolium hexafluorophosphate
,101,323.15,0.0885,1-butyl-3-methylimidazolium hexafluorophosphate
,101.325,298.15,0.1082,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide
,101.325,323.15,0.0363,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide
,101.325,343.15,0.0182,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide
,101.325,298.15,0.071,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,323.15,0.0249,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,343.15,0.0141,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,298.15,0.03429,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,323.15,0.0156,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,343.15,0.00955,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,298.15,0.4814,1-hexyl-3-methylimidazolium hexafluorophosphate
,101.325,323.15,0.1214,1-hexyl-3-methylimidazolium hexafluorophosphate
,101.325,343.15,0.0481,1-hexyl-3-methylimidazolium hexafluorophosphate
,101.325,298.15,0.2024,1-hexyl-3-methylimidazolium tetrafluoroborate
,101.325,323.15,0.0585,1-hexyl-3-methylimidazolium tetrafluoroborate
,101.325,343.15,0.027,1-hexyl-3-methylimidazolium tetrafluoroborate
,101.325,313.15,2.483,2-hydroxy-N-(2-hydroxyethyl)-N-methylethanaminium phosphate
,101.325,323.15,1.426,2-hydroxy-N-(2-hydroxyethyl)-N-methylethanaminium phosphate
,101.325,333.15,0.82,2-hydroxy-N-(2-hydroxyethyl)-N-methylethanaminium phosphate
,101.325,343.15,0.385,2-hydroxy-N-(2-hydroxyethyl)-N-methylethanaminium phosphate
,101,298.15,0.083,1-butyl-3-methylimidazolium (S)-2-amino-4-carboxybutanoate
,101,303.15,0.0655,1-butyl-3-methylimidazolium (S)-2-amino-4-carboxybutanoate
,101,308.15,0.05138,1-butyl-3-methylimidazolium (S)-2-amino-4-carboxybutanoate
,101,313.15,0.0394,1-butyl-3-methylimidazolium (S)-2-amino-4-carboxybutanoate
,101.325,298.15,0.0783,3-butyl-1-methyl-1H-imidazolium L-alaninate
,101.325,303.15,0.05977,3-butyl-1-methyl-1H-imidazolium L-alaninate
,101.325,308.15,0.04703,3-butyl-1-methyl-1H-imidazolium L-alaninate
,101.325,313.15,0.03795,3-butyl-1-methyl-1H-imidazolium L-alaninate
,101,303.15,0.0842,1-butyl-3-methylimidazolium tetrafluoroborate
,101,313.15,0.053,1-butyl-3-methylimidazolium tetrafluoroborate
,101,323.15,0.0355,1-butyl-3-methylimidazolium tetrafluoroborate
,101,333.15,0.02501,1-butyl-3-methylimidazolium tetrafluoroborate
,101.325,288.15,0.06766,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
,101.325,298.15,0.04512,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
,101.325,308.15,0.03189,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
,101.325,318.15,0.0234,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
,101.325,288.15,0.04797,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,298.15,0.03251,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,308.15,0.02334,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,318.15,0.01746,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,298.15,0.205,1-butyl-4-methylpyridinium tetrafluoroborate
,101.325,323.15,0.0527,1-butyl-4-methylpyridinium tetrafluoroborate
,101.325,348.15,0.0213,1-butyl-4-methylpyridinium tetrafluoroborate
,101.325,373.15,0.0105,1-butyl-4-methylpyridinium tetrafluoroborate
,101.325,298.15,0.0301,1-butyl-3-methylimidazolium dicyanamide
,101.325,323.15,0.0135,1-butyl-3-methylimidazolium dicyanamide
,101.325,348.15,0.0077,1-butyl-3-methylimidazolium dicyanamide
,101.325,373.15,0.0049,1-butyl-3-methylimidazolium dicyanamide
,101.325,298.15,0.279,"1-methyl-3-octyl-1H-imidazol-3-ium 1,1,2,2-tetrafluoroethane-1-sulfonate"
,101.325,323.15,0.0798,"1-methyl-3-octyl-1H-imidazol-3-ium 1,1,2,2-tetrafluoroethane-1-sulfonate"
,101.325,348.15,0.0325,"1-methyl-3-octyl-1H-imidazol-3-ium 1,1,2,2-tetrafluoroethane-1-sulfonate"
,101.325,373.15,0.0153,"1-methyl-3-octyl-1H-imidazol-3-ium 1,1,2,2-tetrafluoroethane-1-sulfonate"
,101.325,348.15,0.1089,1-methylimidazolium chloride
,101.325,351.15,0.093,1-methylimidazolium chloride
,101.325,353.15,0.0842,1-methylimidazolium chloride
,101.325,358.15,0.0663,1-methylimidazolium chloride
,101.325,298.15,0.07216,"1,3-dimethylimidazolium methylsulfate"
,101.325,308.15,0.05442,"1,3-dimethylimidazolium methylsulfate"
,101.325,318.15,0.03175,"1,3-dimethylimidazolium methylsulfate"
,101.325,328.15,0.02275,"1,3-dimethylimidazolium methylsulfate"
,101,298.15,0.2435,N-ethylpiperazinium propionate
,101,303.15,0.1648,N-ethylpiperazinium propionate
,101,308.15,0.1134,N-ethylpiperazinium propionate
,101,313.15,0.0809,N-ethylpiperazinium propionate
,101.325,283.15,0.11,1-ethyl-3-methylimidazolium tetrafluoroborate
,101.325,293.15,0.0665,1-ethyl-3-methylimidazolium tetrafluoroborate
,101.325,303.15,0.0429,1-ethyl-3-methylimidazolium tetrafluoroborate
,101.325,313.15,0.0294,1-ethyl-3-methylimidazolium tetrafluoroborate
,101.325,333.15,0.214,1-dodecyl-3-methylimidazolium hexafluorophosphate
,101.325,343.15,0.128,1-dodecyl-3-methylimidazolium hexafluorophosphate
,101.325,353.15,0.0804,1-dodecyl-3-methylimidazolium hexafluorophosphate
,101.325,363.15,0.051,1-dodecyl-3-methylimidazolium hexafluorophosphate
,101,278.15,0.0751,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101,298.15,0.03202,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101,318.15,0.01732,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101,338.15,0.01082,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101,278.15,0.1398,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
,101,298.15,0.05122,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
,101,318.15,0.02436,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
,101,338.15,0.01394,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
,101,288.15,0.173,1-butyl-3-methylimidazolium tetrafluoroborate
,101,298.15,0.0992,1-butyl-3-methylimidazolium tetrafluoroborate
,101,308.15,0.0613,1-butyl-3-methylimidazolium tetrafluoroborate
,101,318.15,0.0404,1-butyl-3-methylimidazolium tetrafluoroborate
,101,288.15,0.69,1-methyl-3-octylimidazolium tetrafluoroborate
,101,298.15,0.337,1-methyl-3-octylimidazolium tetrafluoroborate
,101,308.15,0.188,1-methyl-3-octylimidazolium tetrafluoroborate
,101,318.15,0.1121,1-methyl-3-octylimidazolium tetrafluoroborate
,101,288.15,0.0555,1-ethyl-3-methylimidazolium tetrafluoroborate
,101,298.15,0.0369,1-ethyl-3-methylimidazolium tetrafluoroborate
,101,308.15,0.026,1-ethyl-3-methylimidazolium tetrafluoroborate
,101,318.15,0.01917,1-ethyl-3-methylimidazolium tetrafluoroborate
,101,288.15,0.357,1-hexyl-3-methylimidazolium tetrafluoroborate
,101,298.15,0.191,1-hexyl-3-methylimidazolium tetrafluoroborate
,101,308.15,0.1103,1-hexyl-3-methylimidazolium tetrafluoroborate
,101,318.15,0.0685,1-hexyl-3-methylimidazolium tetrafluoroborate
,,288.15,0.173,1-butyl-3-methylimidazolium tetrafluoroborate
,,298.15,0.099,1-butyl-3-methylimidazolium tetrafluoroborate
,,308.15,0.0613,1-butyl-3-methylimidazolium tetrafluoroborate
,,318.15,0.0404,1-butyl-3-methylimidazolium tetrafluoroborate
,,288.15,0.0555,1-ethyl-3-methylimidazolium tetrafluoroborate
,,298.15,0.0369,1-ethyl-3-methylimidazolium tetrafluoroborate
,,308.15,0.026,1-ethyl-3-methylimidazolium tetrafluoroborate
,,318.15,0.0192,1-ethyl-3-methylimidazolium tetrafluoroborate
,,288.15,0.36,1-hexyl-3-methylimidazolium tetrafluoroborate
,,298.15,0.191,1-hexyl-3-methylimidazolium tetrafluoroborate
,,308.15,0.11,1-hexyl-3-methylimidazolium tetrafluoroborate
,,318.15,0.0685,1-hexyl-3-methylimidazolium tetrafluoroborate
,101.325,295.15,0.05,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
,101.325,296.15,0.052,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
,101.325,323.15,0.022,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
,101.325,353.15,0.011,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
,101,298.15,0.101,1-butyl-3-methylimidazolium tetrafluoroborate
,101,303.15,0.081,1-butyl-3-methylimidazolium tetrafluoroborate
,101,308.15,0.0615,1-butyl-3-methylimidazolium tetrafluoroborate
,101,313.15,0.0515,1-butyl-3-methylimidazolium tetrafluoroborate
,101,298.15,0.084,1-ethyl-3-methylimidazolium methylsulfate
,101,303.15,0.069,1-ethyl-3-methylimidazolium methylsulfate
,101,308.15,0.0567,1-ethyl-3-methylimidazolium methylsulfate
,101,313.15,0.0476,1-ethyl-3-methylimidazolium methylsulfate
,101,298.15,0.00764,trimethylammonium dihydrogen phosphate
,101,303.15,0.00646,trimethylammonium dihydrogen phosphate
,101,308.15,0.00561,trimethylammonium dihydrogen phosphate
,101,313.15,0.00507,trimethylammonium dihydrogen phosphate
,101,298.15,0.0051,trimethylammonium hydrogen sulfate
,101,303.15,0.00448,trimethylammonium hydrogen sulfate
,101,308.15,0.00394,trimethylammonium hydrogen sulfate
,101,313.15,0.00316,trimethylammonium hydrogen sulfate
,101,298.15,0.0643,triethylammonium dihydrogen phosphate
,101,303.15,0.0571,triethylammonium dihydrogen phosphate
,101,308.15,0.0495,triethylammonium dihydrogen phosphate
,101,313.15,0.0383,triethylammonium dihydrogen phosphate
,101,298.15,0.00276,trimethylammonium acetate
,101,303.15,0.00237,trimethylammonium acetate
,101,308.15,0.00206,trimethylammonium acetate
,101,313.15,0.00183,trimethylammonium acetate
7.12e-05,101.325,292.9,,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
5.58e-05,101.325,298,,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
4.51e-05,101.325,302.8,,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
3.546e-05,101.325,308.7,,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
7.17e-05,101.325,292.5,,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide"
5.65e-05,101.325,297.3,,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide"
4.34e-05,101.325,303.2,,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide"
3.54e-05,101.325,308.2,,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide"
0.0001403,101.325,293.1,,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide
0.0001025,101.325,298.3,,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide
7.43e-05,101.325,303.3,,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide
5.95e-05,101.325,308.7,,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide
7.41e-05,101.325,292.6,,"2,3,5-trimethyl-1-propyl-1H-pyrazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
5.56e-05,101.325,297.9,,"2,3,5-trimethyl-1-propyl-1H-pyrazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
4.41e-05,101.325,302.7,,"2,3,5-trimethyl-1-propyl-1H-pyrazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
3.39e-05,101.325,308.6,,"2,3,5-trimethyl-1-propyl-1H-pyrazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
8.95e-05,101.325,292.6,,"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide"
6.59e-05,101.325,298.3,,"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide"
4.86e-05,101.325,303.5,,"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide"
4.089e-05,101.325,308.3,,"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide"
4.36e-05,101.325,293,,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
3.474e-05,101.325,298.2,,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
2.835e-05,101.325,303.2,,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
2.334e-05,101.325,308.2,,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
,101,283.15,0.106,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
,101,298.15,0.051,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
,101,313.15,0.0285,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
,101,333.15,0.0155,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
,101.325,308.2,0.076,1-butyl-3-methylimidazolium tetrafluoroborate
,101.325,318.2,0.045,1-butyl-3-methylimidazolium tetrafluoroborate
,101.325,328.2,0.029,1-butyl-3-methylimidazolium tetrafluoroborate
,101.325,338.2,0.021,1-butyl-3-methylimidazolium tetrafluoroborate
,101,288.2,0.1178,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101,298.2,0.0704,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101,308.2,0.0454,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101,318.2,0.0312,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101,298.15,0.00764,trimethylammonium dihydrogen phosphate
,101,303.15,0.00646,trimethylammonium dihydrogen phosphate
,101,308.15,0.00561,trimethylammonium dihydrogen phosphate
,101,313.15,0.00507,trimethylammonium dihydrogen phosphate
,101,298.15,0.00276,trimethylammonium acetate
,101,303.15,0.00237,trimethylammonium acetate
,101,308.15,0.00206,trimethylammonium acetate
,101,313.15,0.00183,trimethylammonium acetate
,101,298.15,0.0051,trimethylammonium hydrogen sulfate
,101,303.15,0.00448,trimethylammonium hydrogen sulfate
,101,308.15,0.00394,trimethylammonium hydrogen sulfate
,101,313.15,0.00316,trimethylammonium hydrogen sulfate
,101.325,328.15,0.1055,1-butyl-1-ethylpyrrolidinium ethyl sulfate
,101.325,333.15,0.0829,1-butyl-1-ethylpyrrolidinium ethyl sulfate
,101.325,338.15,0.0668,1-butyl-1-ethylpyrrolidinium ethyl sulfate
,101.325,343.15,0.0558,1-butyl-1-ethylpyrrolidinium ethyl sulfate
,100,298.15,0.182,1-butyl-3-methylimidazolium methyl sulfate
,100,313.15,0.0847,1-butyl-3-methylimidazolium methyl sulfate
,100,313.15,0.0848,1-butyl-3-methylimidazolium methyl sulfate
,100,328.15,0.0454,1-butyl-3-methylimidazolium methyl sulfate
,101.325,298.15,18.1,1-hexyl-3-methylimidazolium chloride
,101.325,313.15,3.429,1-hexyl-3-methylimidazolium chloride
,101.325,328.15,0.942,1-hexyl-3-methylimidazolium chloride
,101.325,343.15,0.34,1-hexyl-3-methylimidazolium chloride
,101.325,298.15,20.9,1-methyl-3-octylimidazolium chloride
,101.325,313.15,4.066,1-methyl-3-octylimidazolium chloride
,101.325,328.15,1.091,1-methyl-3-octylimidazolium chloride
,101.325,343.15,0.387,1-methyl-3-octylimidazolium chloride
,101,293.15,0.16,1-propylpyridinium tetrafluoroborate
,101,303.15,0.0907,1-propylpyridinium tetrafluoroborate
,101,313.15,0.05602,1-propylpyridinium tetrafluoroborate
,101,323.15,0.03699,1-propylpyridinium tetrafluoroborate
,101.325,293.15,0.2846,1-butyl-4-methylpyridinium tetrafluoroborate
,101.325,303.15,0.1447,1-butyl-4-methylpyridinium tetrafluoroborate
,101.325,313.15,0.0855,1-butyl-4-methylpyridinium tetrafluoroborate
,101.325,323.15,0.05553,1-butyl-4-methylpyridinium tetrafluoroborate
,101.325,293.15,0.2466,1-butyl-3-methylpyridinium tetrafluoroborate
,101.325,303.15,0.1299,1-butyl-3-methylpyridinium tetrafluoroborate
,101.325,313.15,0.0765,1-butyl-3-methylpyridinium tetrafluoroborate
,101.325,323.15,0.04818,1-butyl-3-methylpyridinium tetrafluoroborate
,101.325,293.15,0.2205,1-butylpyridinium tetrafluoroborate
,101.325,303.15,0.1195,1-butylpyridinium tetrafluoroborate
,101.325,313.15,0.07111,1-butylpyridinium tetrafluoroborate
,101.325,323.15,0.04559,1-butylpyridinium tetrafluoroborate
,101.325,313.15,0.01608,1-butyl-3-methylimidazolium dicyanamide
,101.325,333.15,0.01017,1-butyl-3-methylimidazolium dicyanamide
,101.325,353.15,0.00625,1-butyl-3-methylimidazolium dicyanamide
,101.325,363.15,0.0053,1-butyl-3-methylimidazolium dicyanamide
,101,313.15,0.026,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
,101,333.15,0.016,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
,101,353.15,0.01197,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
,101,363.15,0.01004,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
,100,278.15,0.204,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,100,283.15,0.151,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,100,288.15,0.115,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,100,293.15,0.089,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,101.325,298.15,0.85,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
,101.325,313.15,0.57,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
,101.325,323.15,0.39,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
,101.325,333.15,0.126,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
,101.325,298.15,0.383,1-butyl-3-methylimidazolium acetate
,101.325,353.15,0.026,1-butyl-3-methylimidazolium acetate
,101.325,373.1,0.015,1-butyl-3-methylimidazolium acetate
,101.325,393.1,0.009,1-butyl-3-methylimidazolium acetate
,101.325,298.15,0.162,1-ethyl-3-methylimidazolium acetate
,101.325,353.15,0.017,1-ethyl-3-methylimidazolium acetate
,101.325,373.1,0.009,1-ethyl-3-methylimidazolium acetate
,101.325,393.1,0.005,1-ethyl-3-methylimidazolium acetate
,101.325,298.15,0.031,1-butyl-3-methylimidazolium dicyanamide
,101.325,353.15,0.011,1-butyl-3-methylimidazolium dicyanamide
,101.325,373.1,0.006,1-butyl-3-methylimidazolium dicyanamide
,101.325,393.1,0.004,1-butyl-3-methylimidazolium dicyanamide
,101,303.15,0.028,1-ethyl-3-methylimidazolium tetrafluoroborate
,101,313.15,0.02041,1-ethyl-3-methylimidazolium tetrafluoroborate
,101,323.15,0.01535,1-ethyl-3-methylimidazolium tetrafluoroborate
,101,333.15,0.01208,1-ethyl-3-methylimidazolium tetrafluoroborate
,101,318.15,0.265,1-butyl-1-methylpiperidinium thiocyanate
,101,328.15,0.152,1-butyl-1-methylpiperidinium thiocyanate
,101,338.15,0.0935,1-butyl-1-methylpiperidinium thiocyanate
,101,348.15,0.0605,1-butyl-1-methylpiperidinium thiocyanate
,100,298.15,0.05132,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
,100,308.15,0.0344,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
,100,318.15,0.0244,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
,100,328.15,0.01798,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
,100,298.15,0.033,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,100,308.15,0.0237,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
,100,318.15,0.01769,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
